-0.04,-0.01,-0.08
-0.04,-0.0098597,-0.08
-0.04,-0.0097194,-0.08
-0.04,-0.0095792,-0.08
-0.04,-0.0094389,-0.08
-0.04,-0.0092986,-0.08
-0.04,-0.0091583,-0.08
-0.04,-0.009018,-0.08
-0.04,-0.0088778,-0.08
-0.04,-0.0087375,-0.08
-0.04,-0.0085972,-0.08
-0.04,-0.0084569,-0.08
-0.04,-0.0083166,-0.08
-0.04,-0.0081764,-0.08
-0.04,-0.0080361,-0.08
-0.04,-0.0078958,-0.08
-0.04,-0.0077555,-0.08
-0.04,-0.0076152,-0.08
-0.04,-0.0074749,-0.08
-0.04,-0.0073347,-0.08
-0.04,-0.0071944,-0.08
-0.04,-0.0070541,-0.08
-0.04,-0.0069138,-0.08
-0.04,-0.0067735,-0.08
-0.04,-0.0066333,-0.08
-0.04,-0.006493,-0.08
-0.04,-0.0063527,-0.08
-0.04,-0.0062124,-0.08
-0.04,-0.0060721,-0.08
-0.04,-0.0059319,-0.08
-0.04,-0.0057916,-0.08
-0.04,-0.0056513,-0.08
-0.04,-0.005511,-0.08
-0.04,-0.0053707,-0.08
-0.04,-0.0052305,-0.08
-0.04,-0.0050902,-0.08
-0.04,-0.0049499,-0.08
-0.04,-0.0048096,-0.08
-0.04,-0.0046693,-0.08
-0.04,-0.0045291,-0.08
-0.04,-0.0043888,-0.08
-0.04,-0.0042485,-0.08
-0.04,-0.0041082,-0.08
-0.04,-0.0039679,-0.08
-0.04,-0.0038277,-0.08
-0.04,-0.0036874,-0.08
-0.04,-0.0035471,-0.08
-0.04,-0.0034068,-0.08
-0.04,-0.0032665,-0.08
-0.04,-0.0031263,-0.08
-0.04,-0.002986,-0.08
-0.04,-0.0028457,-0.08
-0.04,-0.0027054,-0.08
-0.04,-0.0025651,-0.08
-0.04,-0.0024248,-0.08
-0.04,-0.0022846,-0.08
-0.04,-0.0021443,-0.08
-0.04,-0.002004,-0.08
-0.04,-0.0018637,-0.08
-0.04,-0.0017234,-0.08
-0.04,-0.0015832,-0.08
-0.04,-0.0014429,-0.08
-0.04,-0.0013026,-0.08
-0.04,-0.0011623,-0.08
-0.04,-0.001022,-0.08
-0.04,-0.00088176,-0.08
-0.04,-0.00074148,-0.08
-0.04,-0.0006012,-0.08
-0.04,-0.00046092,-0.08
-0.04,-0.00032064,-0.08
-0.04,-0.00018036,-0.08
-0.04,-4.008e-05,-0.08
-0.04,0.0001002,-0.08
-0.04,0.00024048,-0.08
-0.04,0.00038076,-0.08
-0.04,0.00052104,-0.08
-0.04,0.00066132,-0.08
-0.04,0.0008016,-0.08
-0.04,0.00094188,-0.08
-0.04,0.0010822,-0.08
-0.04,0.0012224,-0.08
-0.04,0.0013627,-0.08
-0.04,0.001503,-0.08
-0.04,0.0016433,-0.08
-0.04,0.0017836,-0.08
-0.04,0.0019238,-0.08
-0.04,0.0020641,-0.08
-0.04,0.0022044,-0.08
-0.04,0.0023447,-0.08
-0.04,0.002485,-0.08
-0.04,0.0026253,-0.08
-0.04,0.0027655,-0.08
-0.04,0.0029058,-0.08
-0.04,0.0030461,-0.08
-0.04,0.0031864,-0.08
-0.04,0.0033267,-0.08
-0.04,0.0034669,-0.08
-0.04,0.0036072,-0.08
-0.04,0.0037475,-0.08
-0.04,0.0038878,-0.08
-0.04,0.0040281,-0.08
-0.04,0.0041683,-0.08
-0.04,0.0043086,-0.08
-0.04,0.0044489,-0.08
-0.04,0.0045892,-0.08
-0.04,0.0047295,-0.08
-0.04,0.0048697,-0.08
-0.04,0.00501,-0.08
-0.04,0.0051503,-0.08
-0.04,0.0052906,-0.08
-0.04,0.0054309,-0.08
-0.04,0.0055711,-0.08
-0.04,0.0057114,-0.08
-0.04,0.0058517,-0.08
-0.04,0.005992,-0.08
-0.04,0.0061323,-0.08
-0.04,0.0062725,-0.08
-0.04,0.0064128,-0.08
-0.04,0.0065531,-0.08
-0.04,0.0066934,-0.08
-0.04,0.0068337,-0.08
-0.04,0.0069739,-0.08
-0.04,0.0071142,-0.08
-0.04,0.0072545,-0.08
-0.04,0.0073948,-0.08
-0.04,0.0075351,-0.08
-0.04,0.0076754,-0.08
-0.04,0.0078156,-0.08
-0.04,0.0079559,-0.08
-0.04,0.0080962,-0.08
-0.04,0.0082365,-0.08
-0.04,0.0083768,-0.08
-0.04,0.008517,-0.08
-0.04,0.0086573,-0.08
-0.04,0.0087976,-0.08
-0.04,0.0089379,-0.08
-0.04,0.0090782,-0.08
-0.04,0.0092184,-0.08
-0.04,0.0093587,-0.08
-0.04,0.009499,-0.08
-0.04,0.0096393,-0.08
-0.04,0.0097796,-0.08
-0.04,0.0099198,-0.08
-0.04,0.01006,-0.08
-0.04,0.0102,-0.08
-0.04,0.010341,-0.08
-0.04,0.010481,-0.08
-0.04,0.010621,-0.08
-0.04,0.010762,-0.08
-0.04,0.010902,-0.08
-0.04,0.011042,-0.08
-0.04,0.011182,-0.08
-0.04,0.011323,-0.08
-0.04,0.011463,-0.08
-0.04,0.011603,-0.08
-0.04,0.011743,-0.08
-0.04,0.011884,-0.08
-0.04,0.012024,-0.08
-0.04,0.012164,-0.08
-0.04,0.012305,-0.08
-0.04,0.012445,-0.08
-0.04,0.012585,-0.08
-0.04,0.012725,-0.08
-0.04,0.012866,-0.08
-0.04,0.013006,-0.08
-0.04,0.013146,-0.08
-0.04,0.013287,-0.08
-0.04,0.013427,-0.08
-0.04,0.013567,-0.08
-0.04,0.013707,-0.08
-0.04,0.013848,-0.08
-0.04,0.013988,-0.08
-0.04,0.014128,-0.08
-0.04,0.014269,-0.08
-0.04,0.014409,-0.08
-0.04,0.014549,-0.08
-0.04,0.014689,-0.08
-0.04,0.01483,-0.08
-0.04,0.01497,-0.08
-0.04,0.01511,-0.08
-0.04,0.015251,-0.08
-0.04,0.015391,-0.08
-0.04,0.015531,-0.08
-0.04,0.015671,-0.08
-0.04,0.015812,-0.08
-0.04,0.015952,-0.08
-0.04,0.016092,-0.08
-0.04,0.016232,-0.08
-0.04,0.016373,-0.08
-0.04,0.016513,-0.08
-0.04,0.016653,-0.08
-0.04,0.016794,-0.08
-0.04,0.016934,-0.08
-0.04,0.017074,-0.08
-0.04,0.017214,-0.08
-0.04,0.017355,-0.08
-0.04,0.017495,-0.08
-0.04,0.017635,-0.08
-0.04,0.017776,-0.08
-0.04,0.017916,-0.08
-0.04,0.018056,-0.08
-0.04,0.018196,-0.08
-0.04,0.018337,-0.08
-0.04,0.018477,-0.08
-0.04,0.018617,-0.08
-0.04,0.018758,-0.08
-0.04,0.018898,-0.08
-0.04,0.019038,-0.08
-0.04,0.019178,-0.08
-0.04,0.019319,-0.08
-0.04,0.019459,-0.08
-0.04,0.019599,-0.08
-0.04,0.019739,-0.08
-0.04,0.01988,-0.08
-0.04,0.02002,-0.08
-0.04,0.02016,-0.08
-0.04,0.020301,-0.08
-0.04,0.020441,-0.08
-0.04,0.020581,-0.08
-0.04,0.020721,-0.08
-0.04,0.020862,-0.08
-0.04,0.021002,-0.08
-0.04,0.021142,-0.08
-0.04,0.021283,-0.08
-0.04,0.021423,-0.08
-0.04,0.021563,-0.08
-0.04,0.021703,-0.08
-0.04,0.021844,-0.08
-0.04,0.021984,-0.08
-0.04,0.022124,-0.08
-0.04,0.022265,-0.08
-0.04,0.022405,-0.08
-0.04,0.022545,-0.08
-0.04,0.022685,-0.08
-0.04,0.022826,-0.08
-0.04,0.022966,-0.08
-0.04,0.023106,-0.08
-0.04,0.023246,-0.08
-0.04,0.023387,-0.08
-0.04,0.023527,-0.08
-0.04,0.023667,-0.08
-0.04,0.023808,-0.08
-0.04,0.023948,-0.08
-0.04,0.024088,-0.08
-0.04,0.024228,-0.08
-0.04,0.024369,-0.08
